,best_fitness_19521286,num of evaluation calls
0,0.46291,64
1,0.00328,128
2,0.00328,192
3,0.00328,256
4,0.00328,320
5,0.00328,384
6,0.00328,448
7,0.00328,512
8,0.00328,576
9,0.00016,640
10,0.00016,704
11,0.00016,768
12,0.00016,832
13,0.00016,896
14,0.00016,960
15,0.00015,1024
16,0.00015,1088
17,3e-05,1152
18,3e-05,1216
19,3e-05,1280
20,3e-05,1344
21,2e-05,1408
22,2e-05,1472
23,2e-05,1536
24,1e-05,1600
25,0.0,1664
26,0.0,1728
27,0.0,1792
28,0.0,1856
29,0.0,1920
30,0.0,1984
31,0.0,2048
32,0.0,2112
33,0.0,2176
34,0.0,2240
35,0.0,2304
36,0.0,2368
37,0.0,2432
38,0.0,2496
39,0.0,2560
40,0.0,2624
41,0.0,2688
42,0.0,2752
43,0.0,2816
44,0.0,2880
45,0.0,2944
46,0.0,3008
47,0.0,3072
48,0.0,3136
49,0.0,3200
